Id,SalePrice
1706,331765.6
1707,230755.68
1708,217741.74
1709,277329.15
1710,241075.53
1711,276958.88
1712,253373.2
1713,260692.73
1714,238644.18
1715,223096.1
1716,164834.2
1717,155852.87
1718,131039.16
1719,226806.64
1720,254914.81
1721,157295.99
1722,126329.16
1723,157271.5
1724,235301.01
1725,248184.1
1726,199819.85
1727,170352.93
1728,204281.31
1729,177699.22
1730,180605.82
1731,137322.83
1732,141411.5
1733,136099.08
1734,135098.75
1735,137577.5
1736,128129.62
1737,333924.04
1738,240254.2
1739,251212.59
1740,198398.57
1741,174158.06
1742,175161.4
1743,181426.4
1744,319590.71
1745,231156.46
1746,262815.08
1747,228748.4
1748,226698.53
1749,166604.0
1750,149164.5
1751,254722.38
1752,132126.0
1753,150809.12
1754,247035.61
1755,174166.5
1756,134947.35
1757,129878.75
1758,168180.5
1759,189708.5
1760,162008.25
1761,155915.0
1762,185897.5
1763,189862.25
1764,130424.5
1765,201081.25
1766,186761.5
1767,217545.45
1768,144012.75
1769,190301.43
1770,139374.04
1771,137507.0
1772,153543.78
1773,139385.5
1774,141174.52
1775,134822.54
1776,125389.75
1777,123667.0
1778,142843.0
1779,121584.87
1780,204947.95
1781,136864.75
1782,104271.33
1783,142369.66
1784,106264.0
1785,127452.75
1786,161293.45
1787,181289.24
1788,68589.0
1789,104888.54
1790,94231.0
1791,197758.59
1792,165450.5
1793,140208.5
1794,145643.14
1795,135792.0
1796,122852.5
1797,125356.7
1798,129353.5
1799,122313.83
1800,130670.0
1801,137699.95
1802,166933.34
1803,174801.0
1804,154646.3
1805,138347.5
1806,132505.05
1807,180675.81
1808,117686.0
1809,132167.05
1810,167328.21
1811,119357.78
1812,122869.4
1813,130003.21
1814,116674.08
1815,72113.5
1816,110841.54
1817,131712.42
1818,172968.74
1819,121681.21
1820,88052.5
1821,142292.13
1822,168816.38
1823,70574.0
1824,153606.75
1825,147689.8
1826,113962.0
1827,123541.5
1828,151093.98
1829,126969.0
1830,174452.79
1831,205533.4
1832,119494.08
1833,178657.37
1834,154081.05
1835,202571.95
1836,152321.84
1837,114555.5
1838,150456.08
1839,103013.29
1840,158723.91
1841,147934.0
1842,98627.66
1843,144657.5
1844,148943.61
1845,143898.77
1846,147921.5
1847,154160.82
1848,68785.0
1849,130166.95
1850,134552.25
1851,180449.36
1852,130491.25
1853,140846.5
1854,168889.25
1855,162315.81
1856,249439.49
1857,159730.35
1858,144407.9
1859,133196.19
1860,161535.85
1861,133196.19
1862,276369.71
1863,276309.71
1864,276309.71
1865,332778.05
1866,333920.46
1867,248540.35
1868,322446.11
1869,202894.99
1870,265661.62
1871,254325.01
1872,184716.59
1873,251190.73
1874,149141.5
1875,233787.45
1876,208244.0
1877,240666.03
1878,228231.53
1879,142516.0
1880,145831.1
1881,253893.57
1882,263620.56
1883,222514.04
1884,229430.17
1885,278062.56
1886,313925.27
1887,233432.65
1888,302227.25
1889,169658.94
1890,141992.0
1891,142808.56
1892,121233.25
1893,153976.25
1894,137052.54
1895,167129.5
1896,125763.37
1897,119531.38
1898,111386.87
1899,141048.45
1900,145859.01
1901,173948.37
1902,141356.0
1903,229790.33
1904,137225.25
1905,186426.2
1906,162375.01
1907,217192.4
1908,129327.0
1909,142373.14
1910,135462.48
1911,209236.76
1912,274545.41
1913,145134.75
1914,78620.54
1915,335982.02
1916,72389.5
1917,253462.32
1918,142778.97
1919,169231.5
1920,155226.1
1921,326927.02
1922,337301.21
1923,234070.53
1924,246931.6
1925,257150.93
1926,322305.58
1927,143106.5
1928,178118.35
1929,134452.79
1930,135087.5
1931,146884.2
1932,141961.37
1933,193897.53
1934,191873.0
1935,185637.65
1936,199102.35
1937,187427.5
1938,182376.4
1939,273207.48
1940,221964.86
1941,182912.89
1942,205911.45
1943,227002.39
1944,302173.46
1945,356342.02
1946,178081.0
1947,341201.01
1948,176073.28
1949,254141.88
1950,191077.16
1951,273088.4
1952,262073.16
1953,161661.0
1954,221120.99
1955,133457.0
1956,276064.79
1957,175193.0
1958,321351.51
1959,146953.59
1960,131663.25
1961,131974.83
1962,98407.33
1963,118938.33
1964,107683.18
1965,157140.0
1966,150254.35
1967,315731.27
1968,351141.59
1969,337935.35
1970,351817.31
1971,389956.8
1972,334949.31
1973,266606.38
1974,308000.51
1975,350488.81
1976,293793.72
1977,335188.41
1978,316515.13
1979,334856.41
1980,207457.42
1981,329763.73
1982,278942.79
1983,241971.81
1984,184689.17
1985,220486.9
1986,222622.85
1987,172005.98
1988,184188.64
1989,216784.83
1990,238904.11
1991,207485.51
1992,236294.95
1993,188425.86
1994,270581.41
1995,201580.04
1996,270131.02
1997,313980.37
1998,328802.81
1999,275677.26
2000,308739.78
2001,283868.0
2002,245043.6
2003,251813.64
2004,292718.51
2005,265180.56
2006,234647.48
2007,226396.57
2008,183864.1
2009,198564.01
2010,214890.19
2011,135593.61
2012,171179.94
2013,202200.45
2014,217751.35
2015,216346.8
2016,207408.35
2017,222913.35
2018,135592.0
2019,140259.5
2020,128235.33
2021,126331.62
2022,189024.0
2023,159934.05
2024,241565.9
2025,355554.36
2026,177309.33
2027,153712.61
2028,162417.71
2029,168690.18
2030,324765.38
2031,282981.6
2032,306470.24
2033,309976.19
2034,165629.05
2035,232723.25
2036,230880.61
2037,251547.35
2038,322561.33
2039,236902.97
2040,348562.3
2041,300122.41
2042,224280.09
2043,187538.0
2044,191796.77
2045,228118.03
2046,146750.81
2047,160984.0
2048,138809.5
2049,150018.5
2050,197518.0
2051,111063.33
2052,137360.0
2053,141829.5
2054,99243.75
2055,182023.0
2056,137126.5
2057,135586.75
2058,231286.8
2059,129149.5
2060,185289.25
2061,191479.5
2062,141896.75
2063,117171.0
2064,138647.0
2065,128531.5
2066,181709.0
2067,136523.9
2068,144608.92
2069,88414.0
2070,113008.37
2071,106325.54
2072,151635.69
2073,145457.37
2074,191394.07
2075,147064.25
2076,132407.87
2077,148317.25
2078,137172.5
2079,140229.5
2080,123132.5
2081,132851.29
2082,135688.84
2083,158299.37
2084,118928.0
2085,127884.0
2086,119553.37
2087,125909.34
2088,117329.56
2089,106584.75
2090,150815.35
2091,128463.9
2092,134344.61
2093,155824.41
2094,144396.26
2095,177449.7
2096,96184.04
2097,103564.5
2098,169977.84
2099,73481.0
2100,123429.67
2101,119342.13
2102,162338.0
2103,110404.0
2104,147358.5
2105,137523.86
2106,89368.58
2107,244428.41
2108,132687.34
2109,126618.5
2110,132907.0
2111,185918.6
2112,153850.24
2113,126890.34
2114,115600.0
2115,180568.34
2116,126423.0
2117,161785.18
2118,128647.54
2119,118997.0
2120,123559.82
2121,108817.5
2122,115000.0
2123,97141.04
2124,222233.59
2125,151762.14
2126,185858.06
2127,185685.4
2128,145072.11
2129,116982.0
2130,169834.04
2131,185389.56
2132,124953.25
2133,129316.04
2134,129750.25
2135,112464.5
2136,94599.54
2137,121746.0
2138,143723.75
2139,152667.0
2140,143733.75
2141,150112.52
2142,134548.0
2143,148624.75
2144,129308.25
2145,140216.5
2146,155607.0
2147,181105.55
2148,143357.5
2149,145499.6
2150,216212.95
2151,134313.39
2152,190246.9
2153,186542.75
2154,127638.0
2155,130836.44
2156,238492.14
2157,252386.8
2158,237613.8
2159,232890.94
2160,172767.42
2161,248706.5
2162,366501.16
2163,318866.88
2164,272746.77
2165,192501.5
2166,153238.1
2167,229326.0
2168,217837.49
2169,216295.2
2170,244269.05
2171,156547.25
2172,147447.0
2173,161069.62
2174,256234.39
2175,318443.94
2176,310696.52
2177,254940.25
2178,226252.99
2179,144550.08
2180,208753.36
2181,223885.84
2182,236185.23
2183,209860.89
2184,136527.75
2185,136688.5
2186,150715.25
2187,153681.0
2188,170852.01
2189,171521.66
2190,95120.04
2191,95806.54
2192,96664.0
2193,105805.5
2194,109970.0
2195,131480.25
2196,112260.0
2197,127387.75
2198,192465.15
2199,191174.84
2200,141412.0
2201,134344.4
2202,216286.0
2203,175962.87
2204,198013.62
2205,134624.34
2206,135484.0
2207,242141.23
2208,243379.35
2209,196718.5
2210,135035.89
2211,123381.75
2212,122934.08
2213,105243.5
2214,147642.24
2215,115691.87
2216,156998.46
2217,77517.33
2218,105951.41
2219,86309.58
2220,96008.5
2221,344448.06
2222,232181.88
2223,272841.7
2224,231304.97
2225,142818.38
2226,195772.5
2227,213589.0
2228,304173.7
2229,273668.92
2230,152689.46
2231,223360.84
2232,183516.9
2233,174517.13
2234,285647.58
2235,228893.05
2236,300902.45
2237,330379.25
2238,203627.77
2239,122106.92
2240,157473.58
2241,152494.0
2242,147572.5
2243,145606.0
2244,104175.33
2245,97149.5
2246,144722.0
2247,105994.5
2248,125050.12
2249,133296.0
2250,141190.75
2251,133268.04
2252,192918.5
2253,164797.95
2254,184763.55
2255,206228.15
2256,204087.85
2257,216336.39
2258,161831.84
2259,183872.0
2260,153323.5
2261,219688.22
2262,251717.45
2263,339491.85
2264,392701.74
2265,179493.5
2266,327021.13
2267,350481.09
2268,352423.82
2269,167972.9
2270,209335.9
2271,249639.53
2272,242013.41
2273,158582.5
2274,182237.87
2275,162697.5
2276,196632.25
2277,213712.56
2278,167136.55
2279,132187.5
2280,124363.0
2281,171133.46
2282,183562.99
2283,106412.5
2284,104363.97
2285,147484.05
2286,141716.25
2287,329281.14
2288,237506.45
2289,347106.14
2290,354136.29
2291,318459.85
2292,346127.76
2293,335291.78
2294,346015.97
2295,372506.61
2296,267406.18
2297,301350.33
2298,304133.35
2299,338089.17
2300,314798.02
2301,296548.85
2302,250452.94
2303,241532.71
2304,241152.73
2305,182001.24
2306,182236.24
2307,190133.65
2308,247177.88
2309,308483.44
2310,241248.22
2311,205966.71
2312,190605.44
2313,179534.46
2314,194235.06
2315,188429.08
2316,198804.73
2317,174974.26
2318,189134.16
2319,198379.84
2320,182534.18
2321,284820.62
2322,180153.92
2323,174681.17
2324,172819.98
2325,228982.23
2326,172196.61
2327,239301.84
2328,239175.56
2329,202574.55
2330,185410.04
2331,345554.88
2332,364980.12
2333,339231.21
2334,272114.01
2335,263409.22
2336,336787.68
2337,211514.37
2338,291128.03
2339,233131.2
2340,341048.97
2341,230913.94
2342,266808.91
2343,240352.85
2344,254727.27
2345,242636.44
2346,230284.2
2347,199087.16
2348,236691.84
2349,160827.55
2350,298057.74
2351,248753.26
2352,225334.97
2353,227530.24
2354,122067.46
2355,156462.5
2356,153982.58
2357,228272.73
2358,222203.19
2359,123924.37
2360,127273.87
2361,150597.5
2362,266184.99
2363,152655.33
2364,153524.5
2365,273744.84
2366,217658.56
2367,231963.8
2368,200532.0
2369,242513.87
2370,170105.33
2371,170102.78
2372,180418.7
2373,296490.93
2374,313370.68
2375,242025.3
2376,283431.07
2377,334890.94
2378,140629.75
2379,232484.78
2380,149302.25
2381,165814.07
2382,205104.58
2383,224301.07
2384,279658.07
2385,150333.0
2386,138531.5
2387,138727.5
2388,108277.05
2389,133324.5
2390,143740.5
2391,145705.0
2392,125693.0
2393,160327.17
2394,151281.75
2395,210428.4
2396,151001.0
2397,207512.25
2398,131369.0
2399,73165.5
2400,70606.0
2401,120216.62
2402,139592.75
2403,142797.89
2404,146168.37
2405,156866.5
2406,140347.79
2407,139128.91
2408,141614.5
2409,135689.0
2410,198982.0
2411,132045.75
2412,176197.5
2413,141479.5
2414,138747.0
2415,143652.13
2416,135015.54
2417,132397.04
2418,130429.5
2419,141461.54
2420,137566.5
2421,172440.5
2422,127953.75
2423,138025.31
2424,169807.0
2425,159517.03
2426,137027.25
2427,144863.72
2428,192287.0
2429,125787.0
2430,137759.0
2431,122093.25
2432,141049.5
2433,144759.5
2434,143860.5
2435,164177.5
2436,114322.5
2437,120337.06
2438,134355.75
2439,128521.75
2440,134090.35
2441,120721.0
2442,118908.75
2443,122542.5
2444,127879.5
2445,102963.5
2446,140384.3
2447,232517.02
2448,161877.44
2449,124883.5
2450,179342.59
2451,145782.66
2452,216990.46
2453,104686.5
2454,132090.51
2455,114571.5
2456,156283.8
2457,120619.88
2458,123677.37
2459,122379.59
2460,153244.18
2461,121307.58
2462,145308.5
2463,129460.0
2464,190659.19
2465,158136.28
2466,125550.0
2467,156391.43
2468,110093.99
2469,104564.0
2470,198813.2
2471,237088.84
2472,206843.08
2473,128135.5
2474,118910.99
2475,249506.94
2476,118140.08
2477,134260.2
2478,176197.0
2479,126994.25
2480,145521.0
2481,126149.08
2482,142118.2
2483,129473.95
2484,136624.25
2485,128803.87
2486,168358.0
2487,174027.4
2488,154117.0
2489,154763.8
2490,145598.0
2491,95115.5
2492,187751.0
2493,137293.0
2494,179476.5
2495,107078.08
2496,239293.98
2497,177489.49
2498,129522.75
2499,94697.83
2500,137655.25
2501,150815.25
2502,162867.9
2503,118627.92
2504,199654.45
2505,239644.0
2506,235895.53
2507,304609.6
2508,234813.63
2509,233002.39
2510,242501.36
2511,185400.24
2512,234055.45
2513,234503.36
2514,223307.6
2515,146356.0
2516,161813.44
2517,143480.35
2518,143154.96
2519,243516.54
2520,222022.25
2521,217870.34
2522,252193.49
2523,141888.5
2524,148367.45
2525,152832.97
2526,145861.33
2527,120412.2
2528,138404.16
2529,140076.1
2530,124102.0
2531,256148.75
2532,257670.27
2533,223706.07
2534,246681.12
2535,327059.53
2536,251044.52
2537,267362.14
2538,206596.94
2539,181624.12
2540,169363.87
2541,204675.04
2542,165876.17
2543,142368.33
2544,135312.0
2545,144354.37
2546,149037.0
2547,150364.0
2548,161702.2
2549,170209.45
2550,285882.49
2551,145823.07
2552,129886.74
2553,96103.04
2554,122281.5
2555,118524.54
2556,110615.33
2557,126076.1
2558,161952.0
2559,158260.12
2560,132789.54
2561,141828.5
2562,155414.28
2563,164528.92
2564,192315.73
2565,125920.2
2566,171902.07
2567,146301.55
2568,193246.0
2569,197558.0
2570,133730.26
2571,175144.74
2572,217940.8
2573,220880.53
2574,297384.84
2575,136978.35
2576,140866.28
2577,175129.87
2578,103045.04
2579,88221.5
2580,135304.49
2581,141101.0
2582,126585.5
2583,314519.87
2584,168109.5
2585,190698.35
2586,224151.75
2587,225461.75
2588,156454.1
2589,155682.5
2590,215705.0
2591,209719.16
2592,240356.52
2593,276643.44
2594,184149.1
2595,226433.05
2596,343269.72
2597,184590.1
2598,299046.11
2599,314837.12
2600,148751.79
2601,143249.12
2602,98055.5
2603,101305.83
2604,96806.5
2605,99600.0
2606,157456.74
2607,175010.57
2608,206204.32
2609,183466.0
2610,117995.5
2611,161220.0
2612,158408.0
2613,126485.87
2614,132016.52
2615,156670.25
2616,140714.41
2617,192054.0
2618,192703.8
2619,223679.42
2620,191422.65
2621,188450.5
2622,192724.1
2623,251040.37
2624,275544.3
2625,320986.57
2626,155689.81
2627,218677.87
2628,384112.44
2629,467293.45
2630,351593.34
2631,373458.5
2632,338141.61
2633,340355.18
2634,336231.99
2635,160048.6
2636,206797.54
2637,171186.65
2638,275945.46
2639,209144.7
2640,151168.0
2641,120901.83
2642,203661.95
2643,116021.03
2644,140558.21
2645,102364.0
2646,93954.0
2647,103992.54
2648,151648.2
2649,160691.0
2650,145492.1
2651,154586.87
2652,386609.58
2653,247579.25
2654,246747.84
2655,330439.82
2656,307731.59
2657,329240.24
2658,280502.0
2659,294989.78
2660,326597.22
2661,328169.34
2662,320308.35
2663,301828.05
2664,301942.87
2665,338105.59
2666,318792.81
2667,179037.98
2668,203993.39
2669,166645.07
2670,294333.58
2671,204487.5
2672,177551.5
2673,210269.45
2674,210811.14
2675,165033.01
2676,211578.74
2677,216908.5
2678,274573.89
2679,286739.57
2680,281432.06
2681,370132.06
2682,314019.21
2683,503862.34
2684,306821.81
2685,317891.74
2686,259274.8
2687,321051.48
2688,230016.64
2689,228676.66
2690,322938.92
2691,199786.69
2692,134441.85
2693,214094.78
2694,127392.65
2695,221754.99
2696,205123.64
2697,198086.09
2698,219918.0
2699,195624.55
2700,161439.45
2701,152215.35
2702,125499.5
2703,161069.56
2704,148866.37
2705,138481.5
2706,130725.87
2707,132428.5
2708,141539.75
2709,120749.75
2710,136251.37
2711,294146.6
2712,339584.23
2713,170179.9
2714,157765.68
2715,172338.1
2716,164285.04
2717,207143.84
2718,239618.41
2719,159386.0
2720,190519.15
2721,149605.1
2722,170033.83
2723,154733.6
2724,138401.7
2725,140392.0
2726,147552.5
2727,190488.65
2728,183594.5
2729,169703.77
2730,146138.5
2731,125308.0
2732,128425.75
2733,179988.5
2734,155145.6
2735,140585.5
2736,152899.5
2737,133057.75
2738,151527.81
2739,159555.0
2740,143148.0
2741,157924.0
2742,157758.0
2743,161903.0
2744,144307.0
2745,140402.04
2746,138321.0
2747,171598.82
2748,128246.1
2749,139462.5
2750,134546.5
2751,135914.25
2752,234785.74
2753,167852.5
2754,192562.76
2755,132242.4
2756,101299.0
2757,84539.04
2758,95440.5
2759,181431.34
2760,152875.03
2761,139307.5
2762,143597.5
2763,204109.36
2764,197309.68
2765,251612.07
2766,166414.49
2767,91657.33
2768,140754.88
2769,128269.75
2770,159417.0
2771,130892.75
2772,132345.75
2773,143092.62
2774,151678.62
2775,149618.48
2776,161907.35
2777,174161.37
2778,121997.5
2779,127101.05
2780,120375.5
2781,114411.7
2782,107725.0
2783,114098.58
2784,140505.46
2785,145126.97
2786,85495.5
2787,126446.0
2788,95957.5
2789,229604.08
2790,104925.07
2791,133929.09
2792,98476.0
2793,181154.68
2794,104890.5
2795,116483.66
2796,104971.66
2797,212817.01
2798,131034.72
2799,130773.24
2800,89391.5
2801,124204.0
2802,148005.5
2803,187805.3
2804,149450.65
2805,98884.0
2806,106876.87
2807,149511.5
2808,154698.47
2809,139912.0
2810,141276.0
2811,165859.19
2812,156364.1
2813,160501.41
2814,171079.55
2815,116273.29
2816,260395.12
2817,148607.0
2818,142539.5
2819,176998.04
2820,162283.0
2821,114383.58
2822,198942.42
2823,233324.0
2824,192367.5
2825,149712.24
2826,134935.75
2827,167987.5
2828,233601.95
2829,196578.67
2830,252079.81
2831,178732.62
2832,235105.22
2833,315523.49
2834,240580.13
2835,236237.87
2836,218495.19
2837,183412.57
2838,143787.66
2839,190442.3
2840,224676.85
2841,222145.88
2842,255331.74
2843,166295.2
2844,152583.75
2845,131368.12
2846,223723.21
2847,211793.6
2848,265838.71
2849,235560.9
2850,305349.36
2851,247065.6
2852,269563.4
2853,264820.05
2854,145807.76
2855,223251.85
2856,229903.11
2857,213762.38
2858,200679.87
2859,144748.55
2860,136488.75
2861,137479.6
2862,229893.76
2863,132950.64
2864,265316.06
2865,144283.45
2866,168131.57
2867,105069.5
2868,130438.35
2869,128480.68
2870,177152.34
2871,123892.62
2872,67962.54
2873,108133.53
2874,160932.75
2875,139219.87
2876,178491.35
2877,160472.42
2878,183003.75
2879,165261.0
2880,112612.12
2881,163891.45
2882,176409.0
2883,199180.1
2884,188117.24
2885,189386.44
2886,194981.73
2887,120383.88
2888,133824.1
2889,69211.5
2890,94690.5
2891,156086.08
2892,72032.0
2893,120233.19
2894,75153.0
2895,326889.43
2896,316320.86
2897,210888.37
2898,173800.5
2899,239402.63
2900,159157.0
2901,204181.5
2902,198509.02
2903,336866.53
2904,323640.66
2905,122064.66
2906,217764.37
2907,128083.7
2908,136252.5
2909,155703.29
2910,88582.0
2911,97673.5
2912,156198.5
2913,101144.14
2914,95960.5
2915,94960.0
2916,101589.5
2917,153120.0
2918,129455.87
2919,264278.39
